VPC1, 10.202.120.111, 10.202.120.112, clab-HALB-LB1, clab-HALB-LB2, 10.10.10.101/24, eth2
VPC2, 10.202.120.222, 10.202.120.112, clab-HALB-SR1, clab-HALB-SR2, 6.6.6.6/24, lo
